repo_completo,numero_pr,titulo,autora,status,criado_em,atualizado_em,merged_em,dias_para_merge,numero_reviews,url
oven-sh/bun,29465,sys: cache memfd_create ENOSYS + BUN_FEATURE_FLAG_DISABLE_MEMFD,dylan-conway,MERGED,2026-04-18T20:11:22Z,2026-04-19T06:01:30Z,2026-04-19T06:01:27+00:00,0,1,https://github.com/oven-sh/bun/pull/29465
oven-sh/bun,29472,webcore: fix ReadableStreamSource Strong cycle + Windows fromPipe ref,dylan-conway,MERGED,2026-04-18T23:29:38Z,2026-04-19T05:09:16Z,2026-04-19T05:07:31+00:00,0,1,https://github.com/oven-sh/bun/pull/29472
oven-sh/bun,29468,ci(binary-size): drop release comparison column,dylan-conway,MERGED,2026-04-18T21:11:50Z,2026-04-19T03:28:17Z,2026-04-18T22:08:10+00:00,0,1,https://github.com/oven-sh/bun/pull/29468
bitcoin/bitcoin,34885,kernel: expose btck_block_tree_entry_get_ancestor,pzafonte,MERGED,2026-03-20T19:25:27Z,2026-04-23T19:17:08Z,2026-04-23T19:17:07+00:00,33,1,https://github.com/bitcoin/bitcoin/pull/34885
bitcoin/bitcoin,35138,doc: add missed advisory to 31.0 rel notes,fanquake,MERGED,2026-04-22T10:08:32Z,2026-04-23T19:02:48Z,2026-04-22T17:17:23+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35138
bitcoin/bitcoin,34865,logging: better use of log::Entry internally,stickies-v,MERGED,2026-03-19T12:47:41Z,2026-04-23T12:35:27Z,2026-04-23T10:34:41+00:00,34,1,https://github.com/bitcoin/bitcoin/pull/34865
bitcoin/bitcoin,35128,dbwrapper: avoid copying `CDBIterator` keys in `GetKey()`,l0rinc,MERGED,2026-04-21T10:11:11Z,2026-04-23T18:52:31Z,2026-04-23T18:51:00+00:00,2,1,https://github.com/bitcoin/bitcoin/pull/35128
bitcoin/bitcoin,35116,net: cleanup SOCKS5 auth logging,takeshikurosawaa,MERGED,2026-04-19T18:16:37Z,2026-04-23T11:53:11Z,2026-04-23T11:53:11+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/35116
bitcoin/bitcoin,34416,"Add nullptr-check to CChain::Contains(), tests",optout21,CLOSED,2026-01-27T05:25:08Z,2026-04-23T07:49:00Z,,,1,https://github.com/bitcoin/bitcoin/pull/34416
bitcoin/bitcoin,34435,refactor: use `_MiB`/`_GiB` consistently for byte conversions,l0rinc,MERGED,2026-01-28T21:26:10Z,2026-04-23T06:52:37Z,2026-04-22T22:38:16+00:00,84,1,https://github.com/bitcoin/bitcoin/pull/34435
bitcoin/bitcoin,34440,"refactor: Change CChain methods to use references, add tests",optout21,MERGED,2026-01-29T09:21:03Z,2026-04-23T05:44:03Z,2026-04-22T22:50:06+00:00,83,1,https://github.com/bitcoin/bitcoin/pull/34440
bitcoin/bitcoin,33671,wallet: Add separate balance info for non-mempool wallet txs,ajtowns,MERGED,2025-10-21T16:59:13Z,2026-04-22T23:20:10Z,2026-04-22T23:20:10+00:00,183,1,https://github.com/bitcoin/bitcoin/pull/33671
bitcoin/bitcoin,35135,test: add LineReader edge cases relevant to HTTP parsing,b-l-u-e,CLOSED,2026-04-21T21:18:16Z,2026-04-22T21:04:21Z,,,1,https://github.com/bitcoin/bitcoin/pull/35135
bitcoin/bitcoin,25297,wallet: group independent db writes on single batched db transaction,furszy,CLOSED,2022-06-07T18:55:49Z,2026-04-22T11:01:11Z,,,1,https://github.com/bitcoin/bitcoin/pull/25297
bitcoin/bitcoin,35132,doc: update release process to mention security advisories pre-announcements,darosior,MERGED,2026-04-21T15:29:58Z,2026-04-22T10:04:25Z,2026-04-22T10:04:25+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35132
bitcoin/bitcoin,35087,tor: limit torcontrol line size that is processed to prevent OOM,davidgumberg,MERGED,2026-04-15T22:28:04Z,2026-04-21T21:36:39Z,2026-04-21T14:18:19+00:00,5,1,https://github.com/bitcoin/bitcoin/pull/35087
bitcoin/bitcoin,34882,refactor: Use NodeClock::time_point in more places,maflcko,MERGED,2026-03-20T15:28:42Z,2026-04-21T20:46:55Z,2026-04-21T20:46:55+00:00,32,1,https://github.com/bitcoin/bitcoin/pull/34882
bitcoin/bitcoin,35032,net_processing: don't modify addrman for private broadcast connections,vasild,MERGED,2026-04-08T12:57:43Z,2026-04-21T13:57:18Z,2026-04-09T20:26:00+00:00,1,1,https://github.com/bitcoin/bitcoin/pull/35032
bitcoin/bitcoin,34873,net: fix premature stale flagging of unpicked private broadcast txs,Mccalabrese,MERGED,2026-03-20T04:22:07Z,2026-04-21T13:57:14Z,2026-04-04T00:46:58+00:00,14,1,https://github.com/bitcoin/bitcoin/pull/34873
bitcoin/bitcoin,29415,Broadcast own transactions only via short-lived Tor or I2P connections,vasild,MERGED,2024-02-09T13:39:10Z,2026-04-21T13:57:55Z,2026-01-12T20:02:22+00:00,703,1,https://github.com/bitcoin/bitcoin/pull/29415
bitcoin/bitcoin,34300,test: use ephemeral ports in p2p_private_broadcast.py,vasild,MERGED,2026-01-15T09:33:16Z,2026-04-21T13:57:09Z,2026-01-15T14:29:20+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/34300
bitcoin/bitcoin,34267,net: avoid unconditional `privatebroadcast` logging (+ warn for debug logs),l0rinc,MERGED,2026-01-12T21:25:29Z,2026-04-21T13:57:04Z,2026-01-27T11:59:42+00:00,14,1,https://github.com/bitcoin/bitcoin/pull/34267
bitcoin/bitcoin,34646,Fix two issues in p2p_private_broadcast.py,vasild,MERGED,2026-02-21T18:06:43Z,2026-04-21T13:57:00Z,2026-02-23T21:45:49+00:00,2,1,https://github.com/bitcoin/bitcoin/pull/34646
bitcoin/bitcoin,34329,"rpc,net: Add private broadcast RPCs",andrewtoth,MERGED,2026-01-18T01:46:20Z,2026-04-21T13:56:33Z,2026-02-19T21:42:21+00:00,32,1,https://github.com/bitcoin/bitcoin/pull/34329
bitcoin/bitcoin,34410,test: let connections happen in any order in p2p_private_broadcast.py,vasild,MERGED,2026-01-26T12:05:26Z,2026-04-21T13:56:52Z,2026-03-02T15:48:15+00:00,35,1,https://github.com/bitcoin/bitcoin/pull/34410
bitcoin/bitcoin,34359,test: add test for rebroadcast of transaction received via p2p,mzumsande,MERGED,2026-01-21T02:42:05Z,2026-04-21T13:56:29Z,2026-03-11T08:51:52+00:00,49,1,https://github.com/bitcoin/bitcoin/pull/34359
bitcoin/bitcoin,35024,ci: Mitigate network issues in native Windows job,hebasto,MERGED,2026-04-07T15:30:37Z,2026-04-21T10:06:26Z,2026-04-19T10:41:09+00:00,11,1,https://github.com/bitcoin/bitcoin/pull/35024
bitcoin/bitcoin,35025,refactor: use `SpanReader` in deserialization benchmarks,l0rinc,MERGED,2026-04-07T19:28:44Z,2026-04-21T13:41:04Z,2026-04-21T11:52:52+00:00,13,1,https://github.com/bitcoin/bitcoin/pull/35025
bitcoin/bitcoin,34863,test: Clean shutdown in Socks5Server,optout21,MERGED,2026-03-19T09:32:38Z,2026-04-21T09:13:26Z,2026-04-20T21:31:23+00:00,32,1,https://github.com/bitcoin/bitcoin/pull/34863
bitcoin/bitcoin,34425,test: Fix all races after a socket is closed gracefully,maflcko,MERGED,2026-01-27T21:35:13Z,2026-04-21T10:45:35Z,2026-04-19T09:11:51+00:00,81,1,https://github.com/bitcoin/bitcoin/pull/34425
bitcoin/bitcoin,35096,kernel: align height parameters to int32_t in btck API,alexanderwiederin,MERGED,2026-04-17T08:59:12Z,2026-04-20T14:52:04Z,2026-04-20T14:52:04+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/35096
bitcoin/bitcoin,35006,"cli, rpc: add -rpcid option for custom request IDs",torkelrogstad,MERGED,2026-04-05T13:05:19Z,2026-04-20T12:32:51Z,2026-04-20T12:32:51+00:00,14,1,https://github.com/bitcoin/bitcoin/pull/35006
bitcoin/bitcoin,31449,"coins,refactor: Reduce `getblockstats` RPC UTXO overhead estimation",l0rinc,MERGED,2024-12-09T17:36:50Z,2026-04-21T08:56:39Z,2026-04-20T22:53:00+00:00,497,1,https://github.com/bitcoin/bitcoin/pull/31449
bitcoin/bitcoin,35091,doc: archive release notes for v31.0,fanquake,MERGED,2026-04-16T08:25:15Z,2026-04-20T13:16:09Z,2026-04-20T13:15:55+00:00,4,1,https://github.com/bitcoin/bitcoin/pull/35091
bitcoin/bitcoin,34908,"rpc, refactor: gettxoutsetinfo race condition fix follow-ups",rkrux,MERGED,2026-03-24T11:09:43Z,2026-04-20T11:35:21Z,2026-04-20T11:35:20+00:00,27,1,https://github.com/bitcoin/bitcoin/pull/34908
bitcoin/bitcoin,35038,bench: add script verification benchmark for P2TR script-path spends,theStack,MERGED,2026-04-09T15:20:12Z,2026-04-19T10:02:34Z,2026-04-19T10:01:56+00:00,9,1,https://github.com/bitcoin/bitcoin/pull/35038
bitcoin/bitcoin,35089,test: Allow to set height in create_block,maflcko,MERGED,2026-04-16T06:46:43Z,2026-04-19T10:23:54Z,2026-04-19T09:26:27+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/35089
bitcoin/bitcoin,33032,"wallet, test: Replace MockableDatabase with in-memory SQLiteDatabase",achow101,MERGED,2025-07-21T22:36:32Z,2026-04-19T08:54:54Z,2026-04-19T08:54:54+00:00,271,1,https://github.com/bitcoin/bitcoin/pull/33032
bitcoin/bitcoin,35099,ci: drop `-lstdc++` from msan fuzz job,fanquake,MERGED,2026-04-17T12:59:46Z,2026-04-19T10:36:56Z,2026-04-19T10:17:40+00:00,1,1,https://github.com/bitcoin/bitcoin/pull/35099
bitcoin/bitcoin,33477,Rollback for dumptxoutset without invalidating blocks,fjahr,MERGED,2025-09-24T21:15:11Z,2026-04-19T08:45:19Z,2026-04-19T08:45:19+00:00,206,1,https://github.com/bitcoin/bitcoin/pull/33477
bitcoin/bitcoin,35086,test: interface_http follow-ups,pinheadmz,MERGED,2026-04-15T20:05:22Z,2026-04-18T09:05:42Z,2026-04-17T20:25:41+00:00,2,1,https://github.com/bitcoin/bitcoin/pull/35086
bitcoin/bitcoin,35095,doc: fix typos and minor formatting issues,fernandguil,MERGED,2026-04-17T03:18:31Z,2026-04-17T14:40:58Z,2026-04-17T09:05:43+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35095
bitcoin/bitcoin,34772,test: modernize interface_http and cover more libevent behavior,pinheadmz,MERGED,2026-03-07T23:07:24Z,2026-04-16T18:26:03Z,2026-04-14T11:08:48+00:00,37,1,https://github.com/bitcoin/bitcoin/pull/34772
bitcoin/bitcoin,34923,depends: remove workaround for Make older than 4.2.90,fanquake,MERGED,2026-03-26T01:47:18Z,2026-04-16T16:20:30Z,2026-04-16T16:19:43+00:00,21,1,https://github.com/bitcoin/bitcoin/pull/34923
bitcoin/bitcoin,34757,guix: re-enable riscv exported symbol checking,fanquake,MERGED,2026-03-06T16:15:37Z,2026-04-16T12:47:09Z,2026-04-16T12:46:11+00:00,40,1,https://github.com/bitcoin/bitcoin/pull/34757
bitcoin/bitcoin,34858,test: Use NodeClockContext in more tests,maflcko,MERGED,2026-03-19T08:09:01Z,2026-04-16T06:08:59Z,2026-04-09T21:33:47+00:00,21,1,https://github.com/bitcoin/bitcoin/pull/34858
bitcoin/bitcoin,34401,kernel:  add serialization method for btck_BlockHeader API,yuvicc,MERGED,2026-01-25T06:50:13Z,2026-04-16T11:10:24Z,2026-04-15T14:47:45+00:00,80,1,https://github.com/bitcoin/bitcoin/pull/34401
bitcoin/bitcoin,35042,[31.x] Finalize 31.0,achow101,MERGED,2026-04-09T18:43:19Z,2026-04-15T20:55:50Z,2026-04-15T20:55:50+00:00,6,1,https://github.com/bitcoin/bitcoin/pull/35042
bitcoin/bitcoin,35077,kernel: build: remove unused serfloat dependency,theStack,MERGED,2026-04-14T22:10:31Z,2026-04-15T16:13:56Z,2026-04-15T08:18:08+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35077
bitcoin/bitcoin,34495,Replace boost signals with minimal compatible implementation,theuni,MERGED,2026-02-03T21:27:43Z,2026-04-15T13:03:30Z,2026-04-09T08:25:57+00:00,64,1,https://github.com/bitcoin/bitcoin/pull/34495
bitcoin/bitcoin,35075,rpc: clarify wrong-network address errors,takeshikurosawaa,CLOSED,2026-04-14T19:35:32Z,2026-04-15T12:44:36Z,,,1,https://github.com/bitcoin/bitcoin/pull/35075
bitcoin/bitcoin,34420,"consensus: disable min difficulty blocks on testnet4 after height 151,200",batmanbytes,CLOSED,2026-01-27T15:08:13Z,2026-04-15T09:40:59Z,,,1,https://github.com/bitcoin/bitcoin/pull/34420
bitcoin/bitcoin,34124,validation: make `CCoinsView` a pure virtual interface,l0rinc,MERGED,2025-12-20T08:47:33Z,2026-04-14T22:34:37Z,2026-04-13T12:40:45+00:00,114,1,https://github.com/bitcoin/bitcoin/pull/34124
bitcoin/bitcoin,35065,cmake: compact generated JSON C++ headers,l0rinc,CLOSED,2026-04-12T15:06:54Z,2026-04-14T06:18:33Z,,,1,https://github.com/bitcoin/bitcoin/pull/35065
bitcoin/bitcoin,34773,test: migrate functional test equality asserts to `assert_equal`,l0rinc,MERGED,2026-03-08T22:22:30Z,2026-04-13T07:43:03Z,2026-04-13T07:36:33+00:00,35,1,https://github.com/bitcoin/bitcoin/pull/34773
bitcoin/bitcoin,28792,build: Embedded ASMap [3/3]: Build binary dump header file,fjahr,MERGED,2023-11-04T22:13:31Z,2026-04-13T07:36:53Z,2026-02-19T00:43:44+00:00,837,1,https://github.com/bitcoin/bitcoin/pull/28792
bitcoin/bitcoin,34623,Update secp256k1 subtree to latest master,fanquake,MERGED,2026-02-19T14:28:05Z,2026-04-13T07:25:56Z,2026-04-13T07:24:37+00:00,52,1,https://github.com/bitcoin/bitcoin/pull/34623
bitcoin/bitcoin,35061,Fix/spend div by zero,flawlesscode254,CLOSED,2026-04-12T04:09:35Z,2026-04-13T06:07:47Z,,,1,https://github.com/bitcoin/bitcoin/pull/35061
bitcoin/bitcoin,35019,wallet: apply anti-fee-sniping locktime uniformly across all funded transaction RPCs,HouseOfHufflepuff,CLOSED,2026-04-06T22:35:50Z,2026-04-10T23:33:06Z,,,1,https://github.com/bitcoin/bitcoin/pull/35019
bitcoin/bitcoin,35034,[31.x] Fix guix build and rc4,achow101,MERGED,2026-04-08T19:00:39Z,2026-04-10T10:29:53Z,2026-04-08T23:21:50+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35034
bitcoin/bitcoin,32757,net: Fix Discover() not running when using -bind=0.0.0.0:port,b-l-u-e,MERGED,2025-06-16T04:28:44Z,2026-04-09T21:26:52Z,2026-04-09T21:26:52+00:00,297,1,https://github.com/bitcoin/bitcoin/pull/32757
bitcoin/bitcoin,34886,test: Rework Single Random Draw coin selection tests,murchandamus,MERGED,2026-03-20T23:14:27Z,2026-04-09T21:07:23Z,2026-04-09T21:07:23+00:00,19,1,https://github.com/bitcoin/bitcoin/pull/34886
bitcoin/bitcoin,34922,test: Use BasicTestingSetup when sufficient,hodlinator,MERGED,2026-03-25T20:39:28Z,2026-04-09T20:14:16Z,2026-04-09T20:01:00+00:00,14,1,https://github.com/bitcoin/bitcoin/pull/34922
bitcoin/bitcoin,24058,BIP-322 basic support,kallewoof,CLOSED,2022-01-13T12:30:29Z,2026-04-09T15:42:38Z,,,1,https://github.com/bitcoin/bitcoin/pull/24058
bitcoin/bitcoin,34884,validation: remove unused code in FindMostWorkChain,stratospher,MERGED,2026-03-20T15:57:50Z,2026-04-09T13:11:30Z,2026-04-09T13:11:30+00:00,19,1,https://github.com/bitcoin/bitcoin/pull/34884
bitcoin/bitcoin,31633,net: Disconnect message follow-ups to #28521,hodlinator,MERGED,2025-01-10T10:43:47Z,2026-04-09T11:55:53Z,2025-01-29T20:27:10+00:00,19,1,https://github.com/bitcoin/bitcoin/pull/31633
bitcoin/bitcoin,32509,qa: feature_framework_startup_failures.py fixes & improvements (#30660 follow-up),hodlinator,MERGED,2025-05-15T11:58:44Z,2026-04-09T11:55:49Z,2025-05-27T21:44:43+00:00,12,1,https://github.com/bitcoin/bitcoin/pull/32509
bitcoin/bitcoin,32579,p2p: Correct unrealistic headerssync unit test behavior,hodlinator,MERGED,2025-05-21T13:48:16Z,2026-04-09T11:55:47Z,2025-10-23T10:20:00+00:00,154,1,https://github.com/bitcoin/bitcoin/pull/32579
bitcoin/bitcoin,33422,build: Remove lingering Windows registry & shortcuts (#32132 follow-up),hodlinator,MERGED,2025-09-18T07:57:54Z,2026-04-09T11:55:45Z,2025-09-19T21:50:21+00:00,1,1,https://github.com/bitcoin/bitcoin/pull/33422
bitcoin/bitcoin,33423,qa: Improvements to debug_assert_log + busy_wait_for_debug_log,hodlinator,MERGED,2025-09-18T08:39:52Z,2026-04-09T11:55:42Z,2025-12-10T11:41:04+00:00,83,1,https://github.com/bitcoin/bitcoin/pull/33423
bitcoin/bitcoin,33887,doc: Improve CI docs on env and qemu-user-static,hodlinator,MERGED,2025-11-17T14:08:38Z,2026-04-09T11:55:30Z,2025-11-20T17:22:28+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/33887
bitcoin/bitcoin,33909,"doc, ci: Make the max number of commits tested explicit",hodlinator,MERGED,2025-11-19T09:45:23Z,2026-04-09T11:55:26Z,2025-12-09T15:52:05+00:00,20,1,https://github.com/bitcoin/bitcoin/pull/33909
bitcoin/bitcoin,33875,qa: Account for unset errno in ConnectionResetError,hodlinator,MERGED,2025-11-14T21:10:09Z,2026-04-09T11:55:33Z,2025-12-18T11:46:19+00:00,33,1,https://github.com/bitcoin/bitcoin/pull/33875
bitcoin/bitcoin,32929,qa: Clarify assert_start_raises_init_error output,hodlinator,MERGED,2025-07-09T21:39:14Z,2026-04-09T11:55:14Z,2025-12-22T15:10:14+00:00,165,1,https://github.com/bitcoin/bitcoin/pull/32929
bitcoin/bitcoin,34089,contrib: asmap-tool.py - Don't write binary to TTY,hodlinator,MERGED,2025-12-17T14:04:38Z,2026-04-09T11:55:13Z,2025-12-17T15:16:35+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/34089
bitcoin/bitcoin,34926,test: Replace DEBUG_LOG_OUT with -printtoconsole=1,hodlinator,MERGED,2026-03-26T13:46:15Z,2026-04-09T11:55:20Z,2026-03-28T06:44:24+00:00,1,1,https://github.com/bitcoin/bitcoin/pull/34926
bitcoin/bitcoin,34418,qa: Make wallet_multiwallet.py Windows crossbuild-compatible,hodlinator,MERGED,2026-01-27T12:35:18Z,2026-04-09T11:55:10Z,2026-03-13T22:46:05+00:00,45,1,https://github.com/bitcoin/bitcoin/pull/34418
bitcoin/bitcoin,34965,cli: Return more helpful authentication errors,hodlinator,MERGED,2026-03-31T09:43:32Z,2026-04-09T11:54:20Z,2026-04-02T22:55:48+00:00,2,1,https://github.com/bitcoin/bitcoin/pull/34965
bitcoin/bitcoin,35031,ci: Match `VCPKG_HOST_TRIPLET` to `VCPKG_TARGET_TRIPLET`,hebasto,MERGED,2026-04-08T09:27:47Z,2026-04-09T10:35:18Z,2026-04-09T02:21:48+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35031
bitcoin/bitcoin,34776,guix: Make guix-clean more careful,hodlinator,MERGED,2026-03-09T10:12:33Z,2026-04-09T11:55:06Z,2026-03-12T10:23:06+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/34776
bitcoin/bitcoin,34905,Update string and net utils for future HTTP operations,pinheadmz,MERGED,2026-03-23T18:32:29Z,2026-04-09T05:43:53Z,2026-04-09T05:43:52+00:00,16,1,https://github.com/bitcoin/bitcoin/pull/34905
bitcoin/bitcoin,34883,ci: vcpkg-specific cleanups,hebasto,MERGED,2026-03-20T15:29:03Z,2026-04-08T09:30:43Z,2026-03-25T00:46:08+00:00,4,1,https://github.com/bitcoin/bitcoin/pull/34883
bitcoin/bitcoin,34942,[31.x] Backports,fanquake,MERGED,2026-03-28T04:34:56Z,2026-04-08T18:51:25Z,2026-04-08T03:13:13+00:00,10,1,https://github.com/bitcoin/bitcoin/pull/34942
bitcoin/bitcoin,35028,[31.x] Backports + rc3,fanquake,MERGED,2026-04-08T03:33:55Z,2026-04-08T12:04:17Z,2026-04-08T12:04:13+00:00,0,1,https://github.com/bitcoin/bitcoin/pull/35028
bitcoin/bitcoin,34158,torcontrol: Remove libevent usage,fjahr,MERGED,2025-12-27T14:20:31Z,2026-04-08T22:15:29Z,2026-04-08T22:15:29+00:00,102,1,https://github.com/bitcoin/bitcoin/pull/34158
bitcoin/bitcoin,34977,Update libmultiprocess subtree to fix test timeout,Sjors,MERGED,2026-04-01T08:31:58Z,2026-04-08T08:53:28Z,2026-04-07T20:33:45+00:00,6,1,https://github.com/bitcoin/bitcoin/pull/34977
bitcoin/bitcoin,35014,test: remove macOS REDUCE_EXPORTS exception workaround,alfonsoromanz,MERGED,2026-04-06T16:56:30Z,2026-04-08T03:34:12Z,2026-04-07T22:51:07+00:00,1,1,https://github.com/bitcoin/bitcoin/pull/35014
bitcoin/bitcoin,34988,rpc: fix initialization-order-fiasco by lazy-init of decodepsbt_inputs,Crypt-iQ,MERGED,2026-04-01T18:19:58Z,2026-04-07T20:54:03Z,2026-04-07T20:54:02+00:00,6,1,https://github.com/bitcoin/bitcoin/pull/34988
bitcoin/bitcoin,34208,bench: add fluent API for untimed `setup` steps in nanobench,l0rinc,MERGED,2026-01-06T11:45:35Z,2026-04-07T19:29:15Z,2026-04-06T20:55:32+00:00,90,1,https://github.com/bitcoin/bitcoin/pull/34208
bitcoin/bitcoin,34856,[30.x] Backports,fanquake,MERGED,2026-03-19T06:50:07Z,2026-04-07T14:23:05Z,2026-04-07T14:22:56+00:00,19,1,https://github.com/bitcoin/bitcoin/pull/34856
bitcoin/bitcoin,34985,fuzz: remove GetDescriptorChecksum from string harness,brunoerg,MERGED,2026-04-01T13:44:26Z,2026-04-07T18:00:13Z,2026-04-07T17:55:49+00:00,6,1,https://github.com/bitcoin/bitcoin/pull/34985
bitcoin/bitcoin,33385,contrib: Add bash completion for new bitcoin command,caesrcd,MERGED,2025-09-13T15:34:35Z,2026-04-07T14:25:20Z,2026-04-07T14:25:20+00:00,205,1,https://github.com/bitcoin/bitcoin/pull/33385
bitcoin/bitcoin,34943,ci: add delay between commits while testing all ancestor commits,rkrux,CLOSED,2026-03-28T11:12:04Z,2026-04-07T09:14:02Z,,,1,https://github.com/bitcoin/bitcoin/pull/34943
bitcoin/bitcoin,35001,validation: Remove stale `BlockManager` param from `ContextualCheckBlockHeader`,ismaelsadeeq,MERGED,2026-04-04T01:42:45Z,2026-04-07T09:39:36Z,2026-04-07T08:50:52+00:00,3,1,https://github.com/bitcoin/bitcoin/pull/35001
bitcoin/bitcoin,34847,test: throttle large orphan transactions while being sent in RPCs,rkrux,CLOSED,2026-03-18T08:56:45Z,2026-04-07T09:10:03Z,,,1,https://github.com/bitcoin/bitcoin/pull/34847
bitcoin/bitcoin,34963,"ci, test: kill all dangling descendant processes",rkrux,CLOSED,2026-03-31T07:05:08Z,2026-04-07T09:08:47Z,,,1,https://github.com/bitcoin/bitcoin/pull/34963
bitcoin/bitcoin,34758,[28.x] Finalize 28.4,achow101,MERGED,2026-03-06T16:34:44Z,2026-04-07T08:37:35Z,2026-03-16T11:10:42+00:00,9,1,https://github.com/bitcoin/bitcoin/pull/34758
bitcoin/bitcoin,35010,refactor: replace memcpy with std::copy and add size asserts in IPC capnp serialization,orbisai0security,CLOSED,2026-04-06T07:18:37Z,2026-04-07T07:46:54Z,,,1,https://github.com/bitcoin/bitcoin/pull/35010
bitcoin/bitcoin,34967,"doc: Discourage trailing doxygen comments, and fix the broken ones",maflcko,MERGED,2026-03-31T16:40:11Z,2026-04-07T08:14:06Z,2026-04-06T10:42:35+00:00,5,1,https://github.com/bitcoin/bitcoin/pull/34967
bitcoin/bitcoin,32297,bitcoin-cli: Add -ipcconnect option,ryanofsky,MERGED,2025-04-17T13:55:32Z,2026-04-06T17:51:14Z,2026-03-30T22:12:24+00:00,347,1,https://github.com/bitcoin/bitcoin/pull/32297
bitcoin/bitcoin,29365,Extend signetchallenge to set target block spacing,starius,CLOSED,2024-02-01T16:36:21Z,2026-04-03T22:03:22Z,,,1,https://github.com/bitcoin/bitcoin/pull/29365
bitcoin/bitcoin,30493,policy: enable full-rbf by default,1440000bytes,MERGED,2024-07-20T05:24:09Z,2026-04-03T20:28:33Z,2024-08-05T20:11:08+00:00,16,1,https://github.com/bitcoin/bitcoin/pull/30493
bitcoin/bitcoin,34448,"ci, iwyu: Fix warnings in `src/util` and treat them as errors",hebasto,MERGED,2026-01-29T15:38:39Z,2026-04-03T09:44:24Z,2026-04-02T22:49:06+00:00,63,1,https://github.com/bitcoin/bitcoin/pull/34448
gin-gonic/gin,4258,perf(recovery): optimize the log output of CustomRecoveryWithWriter,1911860538,MERGED,2025-06-04T14:28:21Z,2026-04-22T16:47:56Z,2025-08-02T04:30:14+00:00,58,1,https://github.com/gin-gonic/gin/pull/4258
gin-gonic/gin,4203,feat(binding): add support for encoding.UnmarshalText in uri/query binding,takanuva15,MERGED,2025-03-27T18:01:02Z,2026-04-22T16:48:42Z,2026-01-24T07:20:25+00:00,302,1,https://github.com/gin-gonic/gin/pull/4203
gin-gonic/gin,3820,fix(binding): binding error while not upload file (#3819),clearcodecn,MERGED,2024-01-04T01:49:47Z,2026-04-22T16:44:28Z,2024-02-05T02:46:36+00:00,32,1,https://github.com/gin-gonic/gin/pull/3820
gin-gonic/gin,4571,test(engine): add regression tests for HandleContext with NoRoute,abhiyankhanal,MERGED,2026-03-07T11:29:41Z,2026-03-16T12:50:08Z,2026-03-16T12:50:00+00:00,9,1,https://github.com/gin-gonic/gin/pull/4571
gin-gonic/gin,4581,docs(benchmarks): update benchmark report with Gin v1.12.0 results,appleboy,MERGED,2026-03-15T05:56:44Z,2026-03-15T06:17:06Z,2026-03-15T06:17:04+00:00,0,1,https://github.com/gin-gonic/gin/pull/4581
gin-gonic/gin,4583,docs(benchmarks): update benchmark report with cleaned framework list,appleboy,MERGED,2026-03-15T09:03:30Z,2026-03-15T09:16:44Z,2026-03-15T09:16:42+00:00,0,1,https://github.com/gin-gonic/gin/pull/4583
gin-gonic/gin,4582,docs: replace AUTHORS.md with GitHub contributors link,appleboy,MERGED,2026-03-15T06:32:05Z,2026-03-15T06:35:00Z,2026-03-15T06:34:58+00:00,0,1,https://github.com/gin-gonic/gin/pull/4582
gin-gonic/gin,4576,refactor(test): use the built-in max/min to simplify the code,tsinglua,MERGED,2026-03-11T08:37:46Z,2026-03-13T14:42:00Z,2026-03-13T14:42:00+00:00,2,1,https://github.com/gin-gonic/gin/pull/4576
gin-gonic/gin,4580,chore(deps): upgrade Go dependencies and CI action versions,appleboy,MERGED,2026-03-13T14:37:39Z,2026-03-13T14:40:21Z,2026-03-13T14:40:19+00:00,0,1,https://github.com/gin-gonic/gin/pull/4580
gin-gonic/gin,4579,docs: reorganize doc.md TOC into thematic groups,appleboy,MERGED,2026-03-13T14:29:23Z,2026-03-13T14:38:19Z,2026-03-13T14:30:54+00:00,0,1,https://github.com/gin-gonic/gin/pull/4579
gin-gonic/gin,3687,Use magenta color for HTTP 101 status in the log,afbjorklund,CLOSED,2023-08-07T10:47:14Z,2026-03-04T17:22:48Z,,,1,https://github.com/gin-gonic/gin/pull/3687
gin-gonic/gin,4557,chore(deps): bump aquasecurity/trivy-action from 0.34.1 to 0.34.2 in the actions group,dependabot[bot],MERGED,2026-03-02T23:53:22Z,2026-03-04T06:10:38Z,2026-03-04T06:10:36+00:00,1,1,https://github.com/gin-gonic/gin/pull/4557
gin-gonic/gin,4256,fix(bind): update sonic to support passing `io.Reader` error,AsterDY,CLOSED,2025-06-03T06:52:41Z,2026-02-28T13:56:09Z,,,1,https://github.com/gin-gonic/gin/pull/4256
